seed: 1410494198
104;-141392;[ 39, 36, 44, 31, 30, 35, 7, 33, 26, 21, 19, 1, 24, 25, 37, 6, 2, 4, 10, 34, 41, 49, 43, 45, 15, 38, 9, 20, 22, 23, 46, 14, 18, 47, 48, 5, 0, 32, 13, 42, 3, 12, 27, 28, 40, 17, 8, 29, 16, 11 ]
123;-140621;[ 39, 36, 44, 31, 30, 35, 7, 33, 26, 21, 19, 1, 24, 25, 37, 6, 2, 4, 10, 34, 41, 49, 43, 45, 15, 38, 9, 20, 22, 23, 46, 14, 28, 17, 29, 16, 18, 47, 48, 5, 0, 32, 13, 42, 3, 12, 27, 40, 8, 11 ]
143;-139013;[ 48, 39, 19, 36, 44, 31, 30, 35, 7, 33, 26, 21, 1, 24, 25, 37, 6, 2, 4, 10, 5, 34, 41, 49, 43, 45, 15, 38, 9, 20, 22, 23, 46, 14, 28, 17, 29, 16, 18, 47, 0, 32, 13, 42, 3, 12, 27, 40, 8, 11 ]
163;-138626;[ 48, 39, 19, 36, 44, 31, 30, 35, 7, 33, 26, 21, 1, 24, 25, 37, 6, 2, 4, 46, 10, 5, 34, 41, 49, 43, 45, 15, 38, 9, 20, 22, 23, 14, 28, 17, 29, 16, 18, 47, 0, 32, 13, 42, 3, 12, 27, 40, 8, 11 ]
182;-138360;[ 48, 39, 19, 36, 44, 31, 30, 35, 7, 33, 26, 21, 24, 25, 37, 6, 2, 4, 46, 10, 5, 34, 41, 49, 43, 45, 15, 38, 9, 20, 22, 23, 14, 28, 17, 29, 16, 18, 47, 1, 0, 32, 13, 42, 3, 12, 27, 40, 8, 11 ]
384;-138128;[ 44, 31, 28, 10, 35, 0, 14, 25, 29, 8, 43, 45, 22, 4, 11, 47, 18, 6, 34, 41, 7, 49, 33, 13, 38, 23, 2, 36, 19, 21, 1, 46, 24, 37, 48, 32, 12, 3, 26, 15, 9, 40, 39, 20, 17, 42, 27, 30, 5, 16 ]
481;-136946;[ 44, 31, 28, 10, 35, 0, 14, 25, 29, 8, 43, 45, 22, 4, 11, 37, 18, 6, 34, 41, 7, 49, 33, 13, 38, 23, 2, 36, 19, 21, 1, 47, 5, 46, 24, 48, 32, 3, 26, 15, 9, 39, 12, 20, 17, 40, 42, 27, 30, 16 ]
578;-134560;[ 19, 31, 44, 10, 35, 30, 0, 14, 25, 29, 8, 43, 45, 22, 4, 37, 18, 6, 34, 41, 7, 49, 33, 13, 2, 36, 38, 21, 1, 23, 46, 28, 47, 5, 24, 48, 32, 3, 26, 15, 9, 39, 12, 20, 17, 40, 42, 27, 16, 11 ]
675;-131990;[ 19, 31, 32, 10, 44, 30, 35, 7, 33, 24, 14, 25, 29, 8, 43, 45, 22, 4, 9, 37, 20, 18, 6, 34, 41, 49, 13, 2, 36, 38, 21, 1, 23, 46, 28, 47, 5, 0, 48, 12, 3, 26, 15, 39, 17, 40, 42, 27, 16, 11 ]
772;-130224;[ 19, 31, 48, 39, 32, 10, 44, 30, 7, 35, 33, 24, 14, 25, 6, 8, 43, 45, 22, 4, 9, 37, 41, 20, 29, 34, 49, 13, 18, 2, 36, 38, 21, 1, 23, 46, 28, 47, 3, 5, 0, 12, 26, 15, 17, 40, 42, 27, 16, 11 ]
