seed: 3279009737
40;-298966;[ 17, 68, 82, 27, 84, 67, 9, 8, 54, 73, 74, 11, 1, 95, 88, 29, 46, 81, 5, 28, 49, 91, 94, 97, 61, 4, 6, 15, 55, 87, 58, 21, 83, 71, 64, 13, 50, 19, 59, 51, 79, 92, 69, 30, 89, 25, 32, 63, 52, 85, 33, 3, 86, 45, 93, 40, 41, 12, 65, 39, 75, 99, 22, 77, 53, 14, 44, 78, 96, 48, 16, 76, 66, 34, 37, 26, 72, 38, 2, 70, 56, 24, 0, 98, 62, 43, 60, 18, 47, 42, 36, 90, 7, 57, 80, 31, 35, 23, 10, 20 ]
68;-297277;[ 17, 68, 82, 27, 84, 67, 9, 8, 54, 73, 74, 11, 1, 95, 88, 29, 46, 81, 24, 94, 97, 61, 4, 6, 15, 55, 87, 58, 21, 83, 64, 13, 50, 19, 71, 59, 51, 79, 92, 69, 30, 89, 25, 32, 63, 52, 85, 33, 3, 86, 45, 93, 40, 41, 12, 65, 39, 75, 99, 22, 77, 53, 14, 44, 78, 96, 48, 16, 76, 66, 34, 37, 5, 28, 49, 26, 72, 91, 38, 2, 70, 56, 0, 98, 62, 43, 60, 18, 47, 42, 36, 90, 7, 57, 80, 31, 35, 23, 10, 20 ]
89;-296496;[ 17, 68, 82, 27, 84, 67, 9, 8, 54, 79, 73, 74, 11, 1, 95, 88, 29, 46, 81, 24, 94, 97, 61, 4, 6, 15, 55, 87, 58, 21, 83, 64, 19, 71, 59, 51, 92, 69, 30, 89, 25, 32, 63, 52, 85, 33, 3, 86, 45, 93, 40, 41, 12, 65, 39, 75, 99, 22, 77, 53, 14, 44, 78, 96, 48, 16, 76, 66, 34, 37, 5, 28, 49, 26, 72, 91, 38, 2, 70, 13, 50, 56, 0, 98, 62, 43, 60, 18, 47, 42, 36, 90, 7, 57, 80, 31, 35, 23, 10, 20 ]
121;-291009;[ 17, 68, 82, 27, 84, 67, 9, 8, 54, 79, 5, 73, 74, 11, 1, 95, 88, 29, 46, 81, 24, 94, 4, 6, 15, 55, 87, 58, 21, 83, 64, 19, 71, 59, 51, 92, 69, 30, 89, 25, 32, 63, 52, 85, 97, 33, 61, 86, 45, 90, 93, 40, 66, 41, 12, 65, 39, 75, 99, 22, 77, 53, 14, 44, 78, 96, 48, 16, 76, 34, 37, 28, 49, 26, 72, 91, 38, 2, 70, 13, 50, 56, 0, 98, 62, 43, 60, 18, 47, 42, 36, 7, 57, 3, 80, 31, 35, 23, 10, 20 ]
144;-288248;[ 17, 68, 82, 27, 84, 67, 9, 8, 54, 79, 5, 73, 74, 11, 1, 95, 88, 29, 46, 81, 24, 94, 4, 15, 55, 87, 58, 21, 83, 64, 19, 71, 51, 92, 69, 30, 89, 25, 32, 63, 52, 85, 97, 33, 86, 45, 90, 93, 40, 66, 41, 12, 65, 61, 39, 75, 99, 22, 77, 53, 14, 44, 78, 96, 48, 16, 76, 34, 37, 28, 49, 26, 72, 6, 91, 38, 2, 70, 13, 50, 56, 0, 98, 62, 43, 60, 18, 59, 47, 42, 36, 7, 57, 3, 80, 31, 35, 23, 10, 20 ]
170;-284739;[ 17, 68, 82, 27, 84, 8, 54, 79, 5, 73, 74, 11, 1, 95, 88, 29, 46, 81, 24, 94, 4, 15, 67, 55, 9, 87, 58, 21, 83, 64, 19, 71, 51, 92, 30, 69, 89, 25, 32, 63, 52, 85, 33, 86, 97, 41, 90, 93, 45, 40, 66, 12, 65, 61, 39, 75, 99, 22, 77, 53, 14, 44, 78, 96, 48, 16, 76, 34, 37, 28, 49, 26, 72, 6, 91, 38, 2, 70, 13, 50, 56, 0, 98, 62, 43, 60, 18, 59, 47, 42, 36, 7, 57, 3, 80, 31, 35, 23, 10, 20 ]
193;-284226;[ 17, 68, 82, 27, 84, 8, 54, 79, 5, 73, 74, 11, 1, 95, 88, 29, 46, 81, 24, 94, 4, 15, 67, 55, 9, 87, 58, 21, 83, 64, 19, 71, 51, 92, 30, 69, 89, 25, 32, 63, 52, 85, 33, 86, 97, 41, 90, 93, 45, 40, 66, 65, 61, 39, 75, 99, 22, 77, 53, 12, 14, 44, 78, 96, 48, 16, 76, 34, 37, 28, 49, 26, 72, 6, 91, 38, 20, 2, 70, 13, 50, 56, 0, 98, 62, 43, 60, 18, 59, 47, 42, 36, 7, 57, 3, 80, 31, 35, 23, 10 ]
224;-280761;[ 15, 17, 68, 82, 27, 84, 54, 79, 5, 73, 74, 11, 88, 29, 46, 81, 23, 24, 94, 8, 4, 67, 55, 9, 87, 58, 21, 83, 64, 19, 1, 95, 71, 51, 92, 30, 69, 89, 25, 32, 63, 52, 85, 33, 86, 97, 41, 90, 93, 45, 40, 66, 65, 61, 39, 75, 99, 22, 77, 53, 12, 14, 44, 78, 96, 48, 16, 76, 34, 37, 28, 49, 26, 72, 6, 91, 38, 20, 2, 70, 13, 50, 56, 0, 98, 62, 43, 60, 18, 59, 47, 42, 36, 7, 57, 3, 80, 31, 35, 10 ]
258;-279355;[ 15, 17, 68, 82, 27, 84, 54, 79, 5, 73, 74, 11, 0, 88, 29, 46, 81, 23, 24, 94, 8, 4, 67, 55, 9, 87, 58, 21, 83, 64, 19, 1, 95, 71, 51, 92, 30, 69, 89, 25, 32, 63, 86, 52, 85, 33, 97, 41, 93, 90, 40, 45, 66, 65, 61, 39, 75, 99, 22, 77, 53, 12, 14, 44, 78, 96, 48, 16, 76, 34, 37, 28, 49, 26, 72, 6, 91, 38, 20, 2, 70, 13, 50, 56, 98, 62, 43, 60, 18, 59, 47, 42, 36, 7, 57, 3, 80, 31, 35, 10 ]
299;-278354;[ 15, 17, 68, 82, 27, 84, 54, 79, 5, 73, 74, 11, 0, 88, 29, 46, 81, 23, 24, 94, 8, 4, 67, 55, 9, 87, 58, 21, 83, 64, 1, 95, 71, 51, 92, 30, 69, 89, 25, 32, 63, 86, 52, 85, 33, 97, 41, 93, 90, 40, 45, 66, 65, 61, 39, 75, 99, 22, 77, 53, 12, 14, 44, 78, 96, 48, 16, 28, 26, 72, 6, 91, 20, 2, 70, 13, 50, 76, 34, 37, 38, 56, 7, 19, 57, 98, 49, 62, 43, 60, 18, 59, 47, 42, 36, 3, 80, 31, 35, 10 ]
328;-274322;[ 68, 82, 27, 97, 41, 93, 84, 54, 79, 90, 5, 73, 74, 11, 0, 88, 92, 29, 46, 81, 23, 24, 94, 8, 4, 67, 55, 9, 87, 58, 21, 83, 64, 1, 95, 71, 51, 30, 69, 89, 25, 32, 63, 86, 52, 85, 33, 40, 45, 66, 65, 61, 39, 75, 99, 22, 77, 53, 12, 14, 44, 78, 96, 48, 16, 28, 26, 72, 91, 20, 2, 70, 13, 50, 76, 34, 37, 38, 56, 7, 19, 57, 49, 62, 43, 60, 15, 17, 18, 59, 47, 42, 98, 36, 80, 6, 31, 35, 10, 3 ]
371;-272667;[ 68, 82, 27, 97, 41, 93, 84, 54, 79, 90, 5, 73, 74, 11, 0, 88, 92, 29, 46, 81, 23, 24, 94, 8, 4, 67, 98, 55, 9, 87, 58, 21, 83, 64, 1, 95, 71, 51, 30, 69, 89, 25, 32, 63, 52, 86, 85, 33, 40, 45, 66, 65, 22, 14, 61, 39, 75, 99, 77, 53, 12, 44, 78, 96, 48, 16, 28, 26, 72, 91, 20, 17, 18, 2, 70, 13, 50, 76, 34, 37, 38, 56, 7, 19, 57, 49, 31, 35, 10, 62, 43, 60, 15, 59, 47, 42, 36, 80, 6, 3 ]
395;-270548;[ 11, 68, 82, 27, 97, 41, 93, 84, 54, 79, 90, 5, 73, 74, 0, 88, 92, 29, 46, 81, 23, 24, 94, 8, 4, 67, 98, 55, 9, 87, 58, 21, 83, 64, 1, 95, 71, 51, 30, 69, 89, 25, 32, 63, 52, 86, 85, 33, 40, 45, 66, 65, 22, 14, 61, 39, 75, 99, 77, 53, 12, 44, 78, 96, 48, 16, 28, 26, 72, 91, 20, 17, 18, 35, 2, 70, 13, 50, 76, 34, 37, 38, 56, 7, 19, 57, 49, 31, 10, 62, 43, 60, 15, 59, 47, 42, 36, 80, 6, 3 ]
424;-269741;[ 11, 68, 82, 27, 97, 41, 93, 84, 54, 79, 90, 5, 73, 74, 0, 88, 92, 67, 29, 46, 81, 23, 24, 94, 8, 4, 98, 55, 9, 87, 21, 83, 64, 1, 95, 71, 51, 30, 69, 89, 25, 32, 63, 52, 86, 85, 33, 40, 45, 66, 58, 65, 22, 6, 14, 61, 39, 75, 99, 77, 53, 12, 44, 78, 96, 48, 16, 28, 26, 72, 91, 20, 17, 18, 35, 2, 70, 13, 50, 76, 34, 37, 38, 56, 7, 19, 57, 49, 31, 10, 62, 43, 60, 15, 59, 47, 42, 36, 80, 3 ]
