seed: 2214603669
12;-36948;[ 0, 7, 6, 2, 17, 13, 12, 3, 8, 5, 1, 16, 15, 4, 14, 9, 19, 10, 11, 18 ]
177;-36309;[ 0, 18, 2, 13, 5, 14, 19, 9, 6, 3, 8, 16, 15, 11, 4, 7, 1, 17, 10, 12 ]
214;-35884;[ 0, 18, 13, 5, 14, 2, 19, 9, 6, 3, 8, 16, 15, 4, 12, 11, 7, 1, 17, 10 ]
292;-35255;[ 0, 7, 6, 18, 12, 14, 3, 8, 5, 1, 2, 13, 16, 15, 4, 17, 19, 9, 10, 11 ]
329;-35191;[ 0, 7, 6, 18, 12, 14, 3, 8, 5, 1, 2, 13, 16, 11, 15, 4, 17, 19, 9, 10 ]
366;-35131;[ 0, 7, 13, 6, 18, 12, 14, 3, 8, 5, 1, 2, 16, 15, 4, 11, 17, 19, 9, 10 ]
671;-34863;[ 0, 7, 15, 18, 6, 3, 2, 13, 5, 14, 8, 11, 19, 4, 9, 16, 1, 10, 12, 17 ]
708;-34813;[ 0, 7, 15, 18, 6, 3, 2, 13, 5, 14, 8, 11, 19, 4, 9, 16, 12, 1, 10, 17 ]
745;-34513;[ 0, 7, 15, 18, 6, 2, 13, 5, 14, 3, 19, 9, 8, 11, 4, 12, 10, 1, 16, 17 ]
782;-34424;[ 0, 7, 15, 18, 6, 2, 13, 5, 14, 3, 11, 19, 9, 8, 4, 12, 10, 16, 1, 17 ]
1013;-34288;[ 0, 7, 15, 6, 12, 18, 8, 13, 5, 1, 11, 14, 2, 3, 19, 9, 16, 4, 10, 17 ]
1050;-34233;[ 0, 7, 15, 6, 12, 18, 8, 13, 5, 1, 11, 14, 2, 19, 9, 3, 4, 10, 16, 17 ]
1349;-34214;[ 0, 7, 5, 6, 12, 18, 15, 1, 14, 13, 11, 2, 8, 16, 4, 10, 3, 19, 9, 17 ]
2318;-34084;[ 0, 7, 5, 6, 12, 13, 14, 18, 3, 8, 11, 2, 19, 15, 4, 9, 10, 16, 1, 17 ]
2652;-34055;[ 0, 7, 5, 6, 3, 12, 18, 14, 13, 11, 2, 19, 10, 15, 4, 8, 9, 16, 1, 17 ]
6262;-33998;[ 0, 7, 5, 6, 3, 14, 12, 18, 13, 11, 2, 19, 15, 4, 10, 8, 9, 16, 1, 17 ]
6336;-33929;[ 0, 7, 5, 6, 3, 14, 12, 18, 13, 11, 2, 19, 15, 4, 9, 10, 8, 16, 1, 17 ]
6373;-33926;[ 0, 7, 5, 6, 3, 12, 18, 13, 11, 2, 19, 15, 4, 9, 14, 10, 8, 16, 1, 17 ]
10664;-33889;[ 0, 7, 5, 6, 3, 12, 18, 13, 11, 2, 19, 15, 4, 9, 14, 8, 10, 16, 17, 1 ]
10701;-33865;[ 0, 7, 5, 6, 3, 12, 18, 13, 11, 2, 19, 15, 4, 9, 14, 8, 10, 16, 1, 17 ]
10772;-33709;[ 0, 7, 3, 5, 6, 12, 18, 13, 11, 2, 19, 15, 4, 9, 14, 8, 10, 16, 1, 17 ]
27486;-33657;[ 0, 7, 3, 5, 6, 12, 13, 10, 14, 18, 9, 11, 15, 2, 4, 8, 16, 19, 1, 17 ]
82735;-33627;[ 0, 7, 3, 5, 6, 12, 13, 11, 2, 15, 4, 18, 8, 14, 19, 10, 9, 16, 17, 1 ]
82809;-33600;[ 0, 7, 3, 5, 6, 12, 13, 11, 2, 15, 4, 18, 8, 14, 19, 9, 10, 16, 17, 1 ]
