seed: 4032852980
43;-326878;[ 57, 24, 88, 53, 30, 93, 2, 69, 91, 58, 82, 18, 10, 5, 87, 6, 60, 73, 34, 85, 44, 54, 63, 95, 46, 15, 64, 89, 39, 49, 52, 0, 3, 16, 7, 50, 83, 90, 36, 71, 42, 23, 92, 96, 94, 26, 25, 75, 4, 78, 81, 70, 68, 76, 19, 55, 61, 13, 27, 21, 99, 98, 43, 20, 65, 12, 40, 80, 32, 67, 29, 62, 8, 17, 51, 72, 48, 59, 45, 31, 79, 41, 47, 84, 66, 35, 77, 11, 9, 56, 22, 1, 86, 74, 33, 37, 14, 38, 97, 28 ]
77;-315886;[ 30, 88, 93, 2, 53, 69, 91, 58, 82, 18, 85, 10, 5, 87, 6, 60, 73, 34, 44, 54, 63, 95, 46, 78, 15, 64, 89, 39, 49, 52, 0, 3, 16, 7, 50, 83, 90, 48, 36, 71, 42, 23, 92, 96, 94, 26, 25, 57, 75, 24, 4, 81, 70, 68, 76, 19, 55, 61, 13, 27, 21, 99, 98, 43, 20, 65, 12, 40, 80, 32, 67, 29, 62, 8, 17, 51, 72, 59, 45, 31, 79, 41, 47, 84, 66, 35, 77, 11, 9, 56, 22, 1, 86, 74, 33, 37, 14, 38, 97, 28 ]
112;-304519;[ 30, 93, 2, 53, 69, 91, 58, 82, 18, 85, 10, 55, 5, 61, 13, 27, 87, 6, 60, 73, 34, 44, 54, 63, 11, 95, 22, 1, 86, 46, 78, 15, 64, 89, 39, 49, 52, 0, 3, 16, 7, 50, 83, 90, 48, 36, 71, 42, 23, 92, 96, 94, 26, 25, 57, 75, 24, 4, 81, 70, 68, 76, 19, 21, 99, 98, 43, 20, 65, 12, 40, 80, 32, 67, 29, 62, 8, 17, 51, 72, 59, 45, 31, 79, 41, 88, 47, 84, 66, 35, 77, 9, 56, 74, 33, 37, 14, 38, 97, 28 ]
150;-300271;[ 30, 54, 93, 2, 53, 69, 91, 58, 82, 18, 85, 10, 55, 5, 61, 13, 27, 87, 6, 60, 73, 34, 44, 63, 11, 22, 1, 86, 46, 78, 15, 64, 89, 39, 49, 52, 0, 3, 16, 7, 50, 83, 90, 48, 36, 71, 42, 23, 92, 96, 12, 40, 80, 94, 32, 67, 26, 43, 25, 20, 57, 75, 24, 4, 81, 70, 68, 76, 19, 21, 99, 98, 65, 97, 29, 62, 95, 8, 17, 51, 72, 59, 45, 79, 41, 88, 47, 84, 66, 35, 77, 9, 31, 56, 74, 33, 37, 14, 38, 28 ]
177;-294361;[ 30, 54, 93, 2, 53, 69, 91, 58, 82, 18, 85, 10, 55, 5, 61, 13, 27, 87, 6, 60, 73, 34, 44, 63, 0, 11, 3, 22, 1, 19, 86, 21, 46, 78, 64, 89, 39, 49, 57, 52, 16, 7, 50, 83, 90, 48, 36, 71, 42, 23, 92, 96, 12, 40, 80, 94, 32, 67, 26, 43, 25, 20, 75, 24, 4, 81, 70, 68, 76, 99, 98, 65, 97, 29, 62, 95, 8, 17, 51, 72, 59, 45, 79, 41, 88, 47, 84, 66, 35, 77, 9, 31, 56, 74, 33, 37, 14, 15, 38, 28 ]
217;-289370;[ 30, 54, 93, 69, 91, 58, 82, 18, 85, 10, 55, 5, 61, 13, 27, 87, 6, 60, 34, 44, 63, 0, 3, 22, 1, 19, 86, 21, 46, 11, 78, 64, 89, 39, 49, 57, 52, 16, 7, 50, 83, 90, 41, 48, 36, 73, 71, 42, 23, 96, 12, 40, 80, 94, 32, 67, 26, 92, 43, 25, 20, 75, 24, 4, 81, 70, 68, 76, 99, 2, 53, 98, 65, 97, 29, 62, 95, 8, 17, 51, 45, 79, 72, 88, 47, 84, 66, 59, 35, 77, 9, 31, 56, 74, 33, 37, 14, 15, 38, 28 ]
247;-288256;[ 30, 54, 93, 69, 91, 58, 82, 18, 85, 10, 55, 5, 61, 13, 87, 6, 60, 34, 44, 63, 0, 3, 22, 1, 19, 86, 21, 46, 11, 78, 64, 89, 39, 49, 57, 52, 16, 7, 50, 83, 90, 41, 48, 36, 73, 71, 23, 96, 12, 40, 80, 94, 32, 67, 26, 92, 43, 25, 20, 75, 24, 4, 27, 81, 68, 76, 99, 2, 53, 98, 65, 70, 97, 95, 29, 8, 62, 17, 51, 45, 42, 79, 72, 88, 47, 84, 66, 59, 35, 77, 9, 31, 56, 74, 33, 37, 14, 15, 38, 28 ]
275;-287773;[ 30, 54, 93, 69, 91, 58, 82, 18, 85, 10, 55, 61, 13, 87, 6, 60, 34, 44, 63, 0, 3, 22, 1, 19, 86, 21, 46, 11, 64, 78, 89, 39, 49, 57, 52, 16, 7, 50, 83, 90, 41, 48, 36, 73, 71, 23, 96, 12, 40, 80, 94, 5, 32, 67, 26, 92, 43, 25, 20, 75, 24, 4, 27, 81, 68, 76, 53, 98, 99, 65, 2, 70, 97, 95, 29, 8, 62, 17, 51, 45, 42, 79, 72, 88, 47, 84, 66, 59, 35, 77, 9, 31, 56, 74, 33, 37, 14, 15, 38, 28 ]
305;-286732;[ 30, 54, 36, 69, 58, 93, 82, 91, 18, 85, 10, 55, 13, 87, 6, 60, 34, 44, 61, 63, 0, 3, 22, 1, 19, 86, 21, 46, 11, 64, 78, 89, 39, 49, 57, 52, 16, 7, 50, 83, 90, 41, 48, 73, 71, 23, 96, 12, 40, 80, 94, 5, 32, 67, 26, 92, 43, 25, 20, 75, 24, 4, 27, 81, 68, 76, 53, 98, 99, 65, 2, 70, 97, 95, 29, 8, 62, 17, 51, 45, 42, 79, 72, 88, 47, 84, 66, 59, 35, 77, 9, 31, 56, 74, 33, 37, 14, 15, 38, 28 ]
333;-286081;[ 30, 54, 36, 69, 58, 93, 82, 91, 18, 85, 10, 55, 13, 87, 6, 60, 34, 44, 61, 63, 73, 71, 0, 3, 22, 1, 19, 86, 21, 46, 11, 64, 78, 89, 39, 49, 57, 52, 16, 7, 50, 83, 90, 41, 48, 23, 96, 12, 40, 80, 94, 5, 32, 67, 26, 92, 43, 25, 20, 75, 24, 4, 27, 81, 68, 76, 53, 98, 99, 65, 2, 70, 97, 95, 29, 8, 62, 17, 51, 45, 42, 79, 72, 88, 47, 84, 66, 59, 35, 77, 9, 31, 56, 74, 33, 37, 14, 15, 38, 28 ]
