seed: 3522301796
39;-79913;[ 8, 33, 36, 46, 9, 47, 15, 16, 32, 42, 26, 2, 1, 10, 31, 28, 12, 7, 21, 3, 25, 14, 22, 45, 0, 4, 17, 5, 34, 41, 27, 48, 11, 37, 43, 39, 40, 6, 20, 38, 18, 19, 49, 44, 35, 30, 23, 29, 13, 24 ]
58;-76669;[ 0, 17, 8, 33, 46, 9, 47, 15, 16, 26, 2, 1, 10, 31, 28, 12, 7, 21, 3, 25, 14, 22, 36, 45, 4, 5, 34, 41, 27, 48, 11, 37, 43, 39, 40, 6, 32, 20, 38, 42, 18, 19, 49, 44, 35, 30, 23, 29, 13, 24 ]
82;-76528;[ 0, 17, 8, 33, 46, 9, 47, 15, 16, 26, 2, 1, 10, 31, 28, 12, 7, 21, 3, 25, 14, 22, 45, 5, 34, 36, 4, 41, 27, 48, 11, 37, 43, 39, 40, 6, 32, 20, 38, 42, 18, 19, 49, 44, 35, 30, 23, 29, 13, 24 ]
110;-74489;[ 0, 17, 8, 11, 37, 33, 43, 39, 46, 15, 16, 9, 26, 2, 1, 10, 31, 28, 12, 7, 21, 3, 25, 42, 14, 22, 45, 5, 34, 36, 4, 41, 27, 48, 40, 6, 32, 20, 38, 18, 19, 49, 44, 35, 30, 23, 29, 13, 24, 47 ]
321;-73756;[ 45, 46, 27, 43, 23, 26, 49, 16, 44, 32, 42, 2, 7, 40, 10, 31, 28, 1, 13, 12, 41, 25, 14, 0, 5, 11, 17, 48, 37, 33, 34, 21, 39, 36, 6, 20, 4, 38, 35, 18, 19, 29, 3, 30, 22, 8, 24, 9, 47, 15 ]
418;-70569;[ 45, 46, 9, 27, 43, 23, 16, 26, 2, 49, 44, 7, 3, 40, 10, 31, 12, 28, 1, 13, 25, 14, 5, 0, 17, 41, 48, 11, 37, 33, 21, 34, 39, 36, 6, 32, 20, 4, 38, 19, 29, 42, 18, 22, 8, 35, 30, 47, 15, 24 ]
515;-69123;[ 45, 0, 46, 27, 9, 23, 16, 26, 49, 2, 44, 7, 3, 40, 10, 31, 28, 12, 1, 25, 43, 14, 13, 17, 41, 5, 33, 21, 34, 48, 36, 11, 37, 39, 6, 32, 4, 20, 38, 19, 29, 42, 18, 22, 8, 35, 30, 47, 15, 24 ]
612;-68516;[ 45, 0, 46, 27, 9, 23, 16, 49, 8, 2, 44, 7, 3, 26, 40, 10, 31, 28, 12, 1, 25, 43, 14, 13, 17, 41, 5, 33, 21, 34, 36, 48, 11, 37, 39, 6, 32, 4, 38, 20, 19, 42, 18, 22, 35, 30, 29, 15, 24, 47 ]
1106;-67590;[ 0, 9, 23, 11, 16, 2, 45, 28, 12, 37, 7, 35, 13, 15, 44, 46, 31, 49, 42, 14, 41, 27, 21, 3, 43, 34, 25, 36, 40, 5, 4, 26, 1, 48, 30, 17, 33, 8, 39, 6, 32, 38, 20, 19, 22, 29, 10, 47, 18, 24 ]
1203;-66357;[ 45, 0, 9, 23, 11, 16, 2, 46, 28, 49, 12, 7, 35, 13, 15, 44, 31, 42, 14, 41, 27, 3, 43, 21, 34, 25, 36, 40, 5, 37, 26, 39, 1, 6, 48, 30, 4, 17, 33, 8, 32, 38, 20, 19, 22, 29, 10, 47, 18, 24 ]
3678;-66233;[ 45, 23, 16, 12, 9, 2, 11, 25, 31, 3, 28, 49, 6, 7, 0, 48, 15, 42, 14, 39, 10, 13, 46, 33, 44, 8, 41, 34, 17, 26, 38, 36, 27, 43, 21, 37, 4, 35, 40, 1, 30, 20, 19, 29, 5, 47, 22, 32, 18, 24 ]
3775;-65628;[ 45, 12, 23, 16, 9, 11, 2, 25, 31, 3, 28, 49, 6, 7, 0, 48, 15, 42, 14, 39, 10, 13, 46, 33, 44, 8, 41, 34, 17, 26, 37, 38, 36, 4, 27, 43, 21, 35, 40, 1, 30, 20, 19, 29, 5, 47, 22, 32, 18, 24 ]
8581;-65569;[ 45, 0, 23, 9, 11, 13, 16, 6, 8, 46, 3, 28, 2, 27, 12, 31, 44, 39, 40, 36, 14, 41, 1, 26, 42, 15, 34, 25, 49, 7, 48, 4, 38, 10, 21, 43, 37, 35, 5, 19, 30, 29, 33, 22, 17, 24, 20, 47, 32, 18 ]
8678;-65485;[ 45, 0, 23, 9, 11, 13, 16, 6, 8, 46, 3, 28, 2, 27, 12, 31, 44, 39, 40, 36, 41, 1, 26, 42, 14, 15, 34, 25, 49, 7, 48, 4, 38, 10, 21, 43, 37, 35, 5, 19, 30, 29, 33, 17, 24, 22, 20, 47, 32, 18 ]
9948;-65439;[ 45, 0, 9, 16, 23, 11, 2, 6, 13, 28, 14, 39, 44, 3, 43, 12, 46, 17, 26, 7, 10, 31, 15, 25, 33, 37, 40, 34, 27, 21, 49, 42, 48, 4, 38, 41, 35, 36, 1, 5, 8, 30, 29, 19, 22, 20, 47, 24, 32, 18 ]
10045;-65331;[ 45, 0, 9, 16, 23, 11, 2, 6, 13, 28, 14, 39, 44, 3, 43, 12, 7, 46, 17, 26, 10, 31, 15, 25, 33, 37, 40, 34, 27, 21, 49, 42, 48, 4, 38, 41, 30, 35, 36, 1, 5, 8, 29, 19, 22, 20, 47, 24, 32, 18 ]
10142;-65040;[ 45, 0, 9, 16, 23, 11, 2, 6, 13, 28, 14, 39, 44, 3, 43, 12, 7, 46, 17, 26, 10, 31, 37, 40, 15, 34, 27, 25, 21, 49, 42, 48, 4, 41, 38, 30, 36, 1, 8, 35, 5, 33, 29, 19, 22, 20, 47, 24, 32, 18 ]
18053;-64963;[ 23, 11, 9, 13, 45, 16, 8, 46, 3, 28, 0, 39, 6, 2, 27, 7, 12, 44, 49, 31, 20, 43, 38, 36, 40, 26, 1, 48, 15, 42, 14, 34, 10, 21, 4, 30, 35, 17, 25, 19, 29, 33, 37, 41, 5, 47, 24, 22, 32, 18 ]
18150;-64928;[ 23, 11, 9, 13, 45, 16, 8, 46, 3, 28, 0, 39, 6, 2, 27, 7, 12, 44, 49, 31, 20, 43, 38, 36, 40, 1, 48, 15, 26, 42, 14, 34, 10, 21, 4, 30, 35, 17, 25, 19, 29, 33, 37, 41, 5, 47, 24, 22, 32, 18 ]
